chr	start	end	gene	strand	exon	transcript_ID
chr8	17804695	17804872	PCM1	+	9	NM_001352645
chr8	17808124	17808233	PCM1	+	10	NM_001352645
chr8	17810479	17810695	PCM1	+	11	NM_001352645
chr8	17812979	17813162	PCM1	+	12	NM_001352645
chr8	17814113	17814286	PCM1	+	13	NM_001352645
chr8	17814773	17814930	PCM1	+	14	NM_001352645
chr8	17815049	17815284	PCM1	+	15	NM_001352645
chr8	17817523	17817674	PCM1	+	16	NM_001352645
chr8	17817824	17817953	PCM1	+	17	NM_001352645
chr8	17819543	17819683	PCM1	+	18	NM_001352645
chr8	17820610	17820800	PCM1	+	19	NM_001352645
chr8	17822077	17822277	PCM1	+	20	NM_001352645
chr8	17823508	17823727	PCM1	+	21	NM_001352645
chr8	17823837	17823982	PCM1	+	22	NM_001352645
chr8	17824489	17824679	PCM1	+	23	NM_001352645
chr8	17827086	17827257	PCM1	+	24	NM_001352645
chr8	17829838	17830196	PCM1	+	25	NM_001352645
chr8	17842956	17843128	PCM1	+	26	NM_001352645
chr8	17843468	17843596	PCM1	+	27	NM_001352645
chr8	17847368	17847488	PCM1	+	28	NM_001352645
chr8	17849051	17849209	PCM1	+	29	NM_001352645
chr8	17850992	17851128	PCM1	+	30	NM_001352645
chr8	17863772	17863906	PCM1	+	31	NM_001352645
chr8	17867056	17867253	PCM1	+	32	NM_001352645
chr8	17868118	17868177	PCM1	+	33	NM_001352645
chr8	17868746	17868875	PCM1	+	34	NM_001352645
chr8	17869176	17869336	PCM1	+	35	NM_001352645
chr8	17871473	17871545	PCM1	+	36	NM_001352645
chr8	17872093	17872349	PCM1	+	37	NM_001352645
chr8	17882870	17882962	PCM1	+	38	NM_001352645
chr8	17883053	17883167	PCM1	+	39	NM_001352645
chr8	17885146	17885171	PCM1	+	40	NM_001352645
chr8	17793120	17793215	PCM1	+	2	NM_001352647
chr8	17794643	17794888	PCM1	+	3	NM_001352647
chr8	17796249	17796518	PCM1	+	4	NM_001352647
chr8	17797200	17797370	PCM1	+	5	NM_001352647
chr8	17804695	17804872	PCM1	+	6	NM_001352647
chr8	17808124	17808233	PCM1	+	7	NM_001352647
chr8	17810479	17810695	PCM1	+	8	NM_001352647
chr8	17812979	17813162	PCM1	+	9	NM_001352647
chr8	17814113	17814286	PCM1	+	10	NM_001352647
chr8	17814773	17814930	PCM1	+	11	NM_001352647
chr8	17815049	17815284	PCM1	+	12	NM_001352647
chr8	17817523	17817674	PCM1	+	13	NM_001352647
chr8	17817824	17817953	PCM1	+	14	NM_001352647
chr8	17819543	17819683	PCM1	+	15	NM_001352647
chr8	17820610	17820800	PCM1	+	16	NM_001352647
chr8	17822077	17822277	PCM1	+	17	NM_001352647
chr8	17823508	17823727	PCM1	+	18	NM_001352647
chr8	17823837	17823982	PCM1	+	19	NM_001352647
chr8	17824489	17824679	PCM1	+	20	NM_001352647
chr8	17827086	17827257	PCM1	+	21	NM_001352647
chr8	17829838	17830196	PCM1	+	22	NM_001352647
chr8	17842956	17843128	PCM1	+	23	NM_001352647
chr8	17843468	17843596	PCM1	+	24	NM_001352647
chr8	17847368	17847488	PCM1	+	25	NM_001352647
chr8	17849051	17849185	PCM1	+	26	NM_001352647
chr8	17850992	17851128	PCM1	+	27	NM_001352647
chr8	17863772	17863906	PCM1	+	28	NM_001352647
chr8	17867056	17867253	PCM1	+	29	NM_001352647
chr8	17868118	17868177	PCM1	+	30	NM_001352647
chr8	17868746	17868875	PCM1	+	31	NM_001352647
chr8	17869176	17869336	PCM1	+	32	NM_001352647
chr8	17871473	17871545	PCM1	+	33	NM_001352647
chr8	17872093	17872349	PCM1	+	34	NM_001352647
chr8	17882870	17882962	PCM1	+	35	NM_001352647
chr8	17883053	17883167	PCM1	+	36	NM_001352647
chr8	17885146	17885171	PCM1	+	37	NM_001352647
chr8	17793120	17793215	PCM1	+	5	NM_001352648
chr8	17794643	17794888	PCM1	+	6	NM_001352648
chr8	17796249	17796518	PCM1	+	7	NM_001352648
chr8	17797200	17797370	PCM1	+	8	NM_001352648
chr8	17804695	17804872	PCM1	+	9	NM_001352648
chr8	17808124	17808233	PCM1	+	10	NM_001352648
chr8	17810479	17810695	PCM1	+	11	NM_001352648
chr8	17812979	17813162	PCM1	+	12	NM_001352648
chr8	17814113	17814286	PCM1	+	13	NM_001352648
chr8	17814773	17814930	PCM1	+	14	NM_001352648
chr8	17815046	17815284	PCM1	+	15	NM_001352648
chr8	17817523	17817674	PCM1	+	16	NM_001352648
chr8	17817824	17817953	PCM1	+	17	NM_001352648
chr8	17819543	17819683	PCM1	+	18	NM_001352648
chr8	17820610	17820800	PCM1	+	19	NM_001352648
chr8	17822077	17822277	PCM1	+	20	NM_001352648
chr8	17823508	17823727	PCM1	+	21	NM_001352648
chr8	17823837	17823982	PCM1	+	22	NM_001352648
chr8	17824489	17824679	PCM1	+	23	NM_001352648
chr8	17827086	17827257	PCM1	+	24	NM_001352648
chr8	17829838	17830196	PCM1	+	25	NM_001352648
chr8	17842956	17843128	PCM1	+	26	NM_001352648
chr8	17843468	17843596	PCM1	+	27	NM_001352648
chr8	17847368	17847488	PCM1	+	28	NM_001352648
chr8	17849051	17849185	PCM1	+	29	NM_001352648
chr8	17850992	17851128	PCM1	+	30	NM_001352648
chr8	17863772	17863906	PCM1	+	31	NM_001352648
chr8	17867056	17867253	PCM1	+	32	NM_001352648
chr8	17868118	17868177	PCM1	+	33	NM_001352648
chr8	17868746	17868875	PCM1	+	34	NM_001352648
chr8	17869176	17869336	PCM1	+	35	NM_001352648
chr8	17871473	17871545	PCM1	+	36	NM_001352648
chr8	17872093	17872349	PCM1	+	37	NM_001352648
chr8	17882870	17882962	PCM1	+	38	NM_001352648
chr8	17883053	17883167	PCM1	+	39	NM_001352648
chr8	17885146	17885171	PCM1	+	40	NM_001352648
chr8	17793120	17793215	PCM1	+	2	NM_001352651
chr8	17794643	17794888	PCM1	+	3	NM_001352651
chr8	17796249	17796518	PCM1	+	4	NM_001352651
chr8	17797200	17797370	PCM1	+	5	NM_001352651
chr8	17797551	17797667	PCM1	+	6	NM_001352651
chr8	17804695	17804872	PCM1	+	7	NM_001352651
chr8	17808124	17808233	PCM1	+	8	NM_001352651
chr8	17810479	17810695	PCM1	+	9	NM_001352651
chr8	17812979	17813162	PCM1	+	10	NM_001352651
chr8	17814113	17814286	PCM1	+	11	NM_001352651
chr8	17814773	17814930	PCM1	+	12	NM_001352651
chr8	17815049	17815284	PCM1	+	13	NM_001352651
chr8	17817523	17817674	PCM1	+	14	NM_001352651
chr8	17817824	17817953	PCM1	+	15	NM_001352651
chr8	17819543	17819683	PCM1	+	16	NM_001352651
chr8	17820610	17820800	PCM1	+	17	NM_001352651
chr8	17822077	17822277	PCM1	+	18	NM_001352651
chr8	17823508	17823727	PCM1	+	19	NM_001352651
chr8	17823837	17823982	PCM1	+	20	NM_001352651
chr8	17824489	17824679	PCM1	+	21	NM_001352651
chr8	17827086	17827257	PCM1	+	22	NM_001352651
chr8	17829838	17830196	PCM1	+	23	NM_001352651
chr8	17838100	17838264	PCM1	+	24	NM_001352651
chr8	17842956	17843128	PCM1	+	25	NM_001352651
chr8	17843468	17843596	PCM1	+	26	NM_001352651
chr8	17847368	17847488	PCM1	+	27	NM_001352651
chr8	17849051	17849209	PCM1	+	28	NM_001352651
chr8	17850992	17851128	PCM1	+	29	NM_001352651
chr8	17863772	17863906	PCM1	+	30	NM_001352651
chr8	17867056	17867253	PCM1	+	31	NM_001352651
chr8	17868118	17868177	PCM1	+	32	NM_001352651
chr8	17868746	17868875	PCM1	+	33	NM_001352651
chr8	17869176	17869336	PCM1	+	34	NM_001352651
chr8	17871473	17871545	PCM1	+	35	NM_001352651
chr8	17872093	17872349	PCM1	+	36	NM_001352651
chr8	17882870	17882962	PCM1	+	37	NM_001352651
chr8	17883053	17883167	PCM1	+	38	NM_001352651
chr8	17885146	17885171	PCM1	+	39	NM_001352651
chr8	17793120	17793215	PCM1	+	2	NM_001352652
chr8	17794643	17794888	PCM1	+	3	NM_001352652
chr8	17796249	17796518	PCM1	+	4	NM_001352652
chr8	17797200	17797370	PCM1	+	5	NM_001352652
chr8	17804695	17804872	PCM1	+	6	NM_001352652
chr8	17808124	17808233	PCM1	+	7	NM_001352652
chr8	17810479	17810695	PCM1	+	8	NM_001352652
chr8	17812979	17813162	PCM1	+	9	NM_001352652
chr8	17814113	17814286	PCM1	+	10	NM_001352652
chr8	17814773	17814930	PCM1	+	11	NM_001352652
chr8	17815049	17815284	PCM1	+	12	NM_001352652
chr8	17817523	17817674	PCM1	+	13	NM_001352652
chr8	17817824	17817953	PCM1	+	14	NM_001352652
chr8	17819543	17819683	PCM1	+	15	NM_001352652
chr8	17820610	17820800	PCM1	+	16	NM_001352652
chr8	17822077	17822277	PCM1	+	17	NM_001352652
chr8	17823508	17823727	PCM1	+	18	NM_001352652
chr8	17823837	17823982	PCM1	+	19	NM_001352652
chr8	17824489	17824679	PCM1	+	20	NM_001352652
chr8	17827086	17827257	PCM1	+	21	NM_001352652
chr8	17829838	17830196	PCM1	+	22	NM_001352652
chr8	17838100	17838264	PCM1	+	23	NM_001352652
chr8	17842956	17843128	PCM1	+	24	NM_001352652
chr8	17843468	17843596	PCM1	+	25	NM_001352652
chr8	17847368	17847488	PCM1	+	26	NM_001352652
chr8	17849051	17849209	PCM1	+	27	NM_001352652
chr8	17850992	17851128	PCM1	+	28	NM_001352652
chr8	17863772	17863906	PCM1	+	29	NM_001352652
chr8	17867056	17867253	PCM1	+	30	NM_001352652
chr8	17868118	17868177	PCM1	+	31	NM_001352652
chr8	17868746	17868875	PCM1	+	32	NM_001352652
chr8	17869176	17869336	PCM1	+	33	NM_001352652
chr8	17871473	17871545	PCM1	+	34	NM_001352652
chr8	17872093	17872349	PCM1	+	35	NM_001352652
chr8	17882870	17882962	PCM1	+	36	NM_001352652
chr8	17883053	17883167	PCM1	+	37	NM_001352652
chr8	17885146	17885171	PCM1	+	38	NM_001352652
chr8	17793120	17793215	PCM1	+	5	NM_001352653
chr8	17794643	17794888	PCM1	+	6	NM_001352653
chr8	17796249	17796518	PCM1	+	7	NM_001352653
chr8	17797200	17797370	PCM1	+	8	NM_001352653
chr8	17804695	17804872	PCM1	+	9	NM_001352653
chr8	17808124	17808233	PCM1	+	10	NM_001352653
chr8	17810479	17810695	PCM1	+	11	NM_001352653
chr8	17812979	17813162	PCM1	+	12	NM_001352653
chr8	17814113	17814286	PCM1	+	13	NM_001352653
chr8	17814773	17814930	PCM1	+	14	NM_001352653
chr8	17815049	17815284	PCM1	+	15	NM_001352653
chr8	17817523	17817674	PCM1	+	16	NM_001352653
chr8	17817824	17817953	PCM1	+	17	NM_001352653
chr8	17819543	17819683	PCM1	+	18	NM_001352653
chr8	17820610	17820800	PCM1	+	19	NM_001352653
chr8	17822077	17822277	PCM1	+	20	NM_001352653
chr8	17823508	17823727	PCM1	+	21	NM_001352653
chr8	17823837	17823982	PCM1	+	22	NM_001352653
chr8	17824489	17824679	PCM1	+	23	NM_001352653
chr8	17827086	17827257	PCM1	+	24	NM_001352653
chr8	17829838	17830196	PCM1	+	25	NM_001352653
chr8	17838100	17838264	PCM1	+	26	NM_001352653
chr8	17842956	17843128	PCM1	+	27	NM_001352653
chr8	17843468	17843596	PCM1	+	28	NM_001352653
chr8	17847368	17847488	PCM1	+	29	NM_001352653
chr8	17849051	17849209	PCM1	+	30	NM_001352653
chr8	17850992	17851128	PCM1	+	31	NM_001352653
chr8	17863772	17863906	PCM1	+	32	NM_001352653
chr8	17867056	17867253	PCM1	+	33	NM_001352653
chr8	17868118	17868177	PCM1	+	34	NM_001352653
chr8	17868746	17868875	PCM1	+	35	NM_001352653
chr8	17869176	17869336	PCM1	+	36	NM_001352653
chr8	17871473	17871545	PCM1	+	37	NM_001352653
chr8	17872093	17872349	PCM1	+	38	NM_001352653
chr8	17882870	17882962	PCM1	+	39	NM_001352653
chr8	17883053	17883167	PCM1	+	40	NM_001352653
chr8	17885146	17885171	PCM1	+	41	NM_001352653
chr8	17793120	17793215	PCM1	+	3	NM_001352632
chr8	17794643	17794888	PCM1	+	4	NM_001352632
chr8	17796249	17796518	PCM1	+	5	NM_001352632
chr8	17797200	17797370	PCM1	+	6	NM_001352632
chr8	17797551	17797667	PCM1	+	7	NM_001352632
chr8	17804695	17804872	PCM1	+	8	NM_001352632
chr8	17808124	17808233	PCM1	+	9	NM_001352632
chr8	17810479	17810695	PCM1	+	10	NM_001352632
chr8	17812979	17813162	PCM1	+	11	NM_001352632
chr8	17814113	17814286	PCM1	+	12	NM_001352632
chr8	17814773	17814930	PCM1	+	13	NM_001352632
chr8	17815049	17815284	PCM1	+	14	NM_001352632
chr8	17817523	17817674	PCM1	+	15	NM_001352632
chr8	17817824	17817953	PCM1	+	16	NM_001352632
chr8	17819543	17819683	PCM1	+	17	NM_001352632
chr8	17820610	17820800	PCM1	+	18	NM_001352632
chr8	17822077	17822277	PCM1	+	19	NM_001352632
chr8	17823508	17823727	PCM1	+	20	NM_001352632
chr8	17823837	17823982	PCM1	+	21	NM_001352632
chr8	17824489	17824679	PCM1	+	22	NM_001352632
chr8	17827086	17827257	PCM1	+	23	NM_001352632
chr8	17829838	17830196	PCM1	+	24	NM_001352632
chr8	17838100	17838264	PCM1	+	25	NM_001352632
chr8	17842956	17843128	PCM1	+	26	NM_001352632
chr8	17843468	17843596	PCM1	+	27	NM_001352632
chr8	17847368	17847488	PCM1	+	28	NM_001352632
chr8	17849051	17849209	PCM1	+	29	NM_001352632
chr8	17850992	17851128	PCM1	+	30	NM_001352632
chr8	17863760	17863906	PCM1	+	31	NM_001352632
chr8	17867056	17867253	PCM1	+	32	NM_001352632
chr8	17868118	17868177	PCM1	+	33	NM_001352632
chr8	17868746	17868875	PCM1	+	34	NM_001352632
chr8	17869176	17869336	PCM1	+	35	NM_001352632
chr8	17871473	17871545	PCM1	+	36	NM_001352632
chr8	17872093	17872349	PCM1	+	37	NM_001352632
chr8	17882870	17882962	PCM1	+	38	NM_001352632
chr8	17883053	17883167	PCM1	+	39	NM_001352632
chr8	17885146	17885171	PCM1	+	40	NM_001352632
chr8	38271146	38271322	FGFR1	-	17	NM_023105
chr8	38271436	38271541	FGFR1	-	16	NM_023105
chr8	38271670	38271807	FGFR1	-	15	NM_023105
chr8	38272077	38272147	FGFR1	-	14	NM_023105
chr8	38272297	38272419	FGFR1	-	13	NM_023105
chr8	38273388	38273578	FGFR1	-	12	NM_023105
chr8	38274824	38274934	FGFR1	-	11	NM_023105
chr8	38275388	38275509	FGFR1	-	10	NM_023105
chr8	38275746	38275891	FGFR1	-	9	NM_023105
chr8	38277051	38277253	FGFR1	-	8	NM_023105
chr8	38279315	38279459	FGFR1	-	7	NM_023105
chr8	38282027	38282217	FGFR1	-	6	NM_023105
chr8	38283640	38283763	FGFR1	-	5	NM_023105
chr8	38285439	38285611	FGFR1	-	4	NM_023105
chr8	38285864	38285953	FGFR1	-	3	NM_023105
chr8	38314874	38314964	FGFR1	-	2	NM_023105
chr8	38271146	38271322	FGFR1	-	19	NM_001174064
chr8	38271436	38271541	FGFR1	-	18	NM_001174064
chr8	38271670	38271807	FGFR1	-	17	NM_001174064
chr8	38272077	38272147	FGFR1	-	16	NM_001174064
chr8	38272297	38272419	FGFR1	-	15	NM_001174064
chr8	38273388	38273578	FGFR1	-	14	NM_001174064
chr8	38274824	38274934	FGFR1	-	13	NM_001174064
chr8	38275388	38275509	FGFR1	-	12	NM_001174064
chr8	38275746	38275891	FGFR1	-	11	NM_001174064
chr8	38277057	38277253	FGFR1	-	10	NM_001174064
chr8	38279315	38279459	FGFR1	-	9	NM_001174064
chr8	38282027	38282217	FGFR1	-	8	NM_001174064
chr8	38283640	38283763	FGFR1	-	7	NM_001174064
chr8	38285439	38285611	FGFR1	-	6	NM_001174064
chr8	38285864	38285953	FGFR1	-	5	NM_001174064
chr8	38287200	38287466	FGFR1	-	4	NM_001174064
chr8	38297824	38297890	FGFR1	-	3	NM_001174064
chr8	38271146	38271322	FGFR1	-	18	NM_001174065
chr8	38271436	38271541	FGFR1	-	17	NM_001174065
chr8	38271670	38271807	FGFR1	-	16	NM_001174065
chr8	38272077	38272147	FGFR1	-	15	NM_001174065
chr8	38272297	38272419	FGFR1	-	14	NM_001174065
chr8	38273388	38273578	FGFR1	-	13	NM_001174065
chr8	38274824	38274934	FGFR1	-	12	NM_001174065
chr8	38275388	38275509	FGFR1	-	11	NM_001174065
chr8	38275746	38275891	FGFR1	-	10	NM_001174065
chr8	38277051	38277253	FGFR1	-	9	NM_001174065
chr8	38279315	38279459	FGFR1	-	8	NM_001174065
chr8	38282027	38282217	FGFR1	-	7	NM_001174065
chr8	38283640	38283763	FGFR1	-	6	NM_001174065
chr8	38285439	38285611	FGFR1	-	5	NM_001174065
chr8	38285870	38285953	FGFR1	-	4	NM_001174065
chr8	38287200	38287466	FGFR1	-	3	NM_001174065
chr8	38314874	38314964	FGFR1	-	2	NM_001174065
chr8	38271146	38271322	FGFR1	-	17	NM_001174066
chr8	38271436	38271541	FGFR1	-	16	NM_001174066
chr8	38271670	38271807	FGFR1	-	15	NM_001174066
chr8	38272077	38272147	FGFR1	-	14	NM_001174066
chr8	38272297	38272419	FGFR1	-	13	NM_001174066
chr8	38273388	38273578	FGFR1	-	12	NM_001174066
chr8	38274824	38274934	FGFR1	-	11	NM_001174066
chr8	38275388	38275509	FGFR1	-	10	NM_001174066
chr8	38275746	38275891	FGFR1	-	9	NM_001174066
chr8	38277051	38277253	FGFR1	-	8	NM_001174066
chr8	38279315	38279459	FGFR1	-	7	NM_001174066
chr8	38282027	38282217	FGFR1	-	6	NM_001174066
chr8	38283640	38283763	FGFR1	-	5	NM_001174066
chr8	38285439	38285611	FGFR1	-	4	NM_001174066
chr8	38285864	38285953	FGFR1	-	3	NM_001174066
chr8	38314874	38314964	FGFR1	-	2	NM_001174066
chr8	38271146	38271322	FGFR1	-	19	NM_001174067
chr8	38271436	38271541	FGFR1	-	18	NM_001174067
chr8	38271670	38271807	FGFR1	-	17	NM_001174067
chr8	38272077	38272147	FGFR1	-	16	NM_001174067
chr8	38272297	38272419	FGFR1	-	15	NM_001174067
chr8	38273388	38273578	FGFR1	-	14	NM_001174067
chr8	38274824	38274934	FGFR1	-	13	NM_001174067
chr8	38275388	38275509	FGFR1	-	12	NM_001174067
chr8	38275746	38275891	FGFR1	-	11	NM_001174067
chr8	38277051	38277253	FGFR1	-	10	NM_001174067
chr8	38279315	38279459	FGFR1	-	9	NM_001174067
chr8	38282027	38282217	FGFR1	-	8	NM_001174067
chr8	38283640	38283763	FGFR1	-	7	NM_001174067
chr8	38285439	38285611	FGFR1	-	6	NM_001174067
chr8	38285870	38285953	FGFR1	-	5	NM_001174067
chr8	38287200	38287466	FGFR1	-	4	NM_001174067
chr8	38314874	38315052	FGFR1	-	3	NM_001174067
chr8	38318614	38318624	FGFR1	-	2	NM_001174067
chr8	38269907	38270113	FGFR1	-	17	NM_001354370
chr8	38271436	38271541	FGFR1	-	16	NM_001354370
chr8	38271670	38271807	FGFR1	-	15	NM_001354370
chr8	38272077	38272147	FGFR1	-	14	NM_001354370
chr8	38272297	38272419	FGFR1	-	13	NM_001354370
chr8	38273388	38273578	FGFR1	-	12	NM_001354370
chr8	38274824	38274934	FGFR1	-	11	NM_001354370
chr8	38275388	38275509	FGFR1	-	10	NM_001354370
chr8	38275746	38275891	FGFR1	-	9	NM_001354370
chr8	38277051	38277253	FGFR1	-	8	NM_001354370
chr8	38279315	38279459	FGFR1	-	7	NM_001354370
chr8	38282027	38282217	FGFR1	-	6	NM_001354370
chr8	38283640	38283763	FGFR1	-	5	NM_001354370
chr8	38285439	38285611	FGFR1	-	4	NM_001354370
chr8	38285870	38285953	FGFR1	-	3	NM_001354370
chr8	38314874	38314964	FGFR1	-	2	NM_001354370
chr8	38271146	38271322	FGFR1	-	18	NM_015850
chr8	38271436	38271541	FGFR1	-	17	NM_015850
chr8	38271670	38271807	FGFR1	-	16	NM_015850
chr8	38272077	38272147	FGFR1	-	15	NM_015850
chr8	38272297	38272419	FGFR1	-	14	NM_015850
chr8	38273388	38273578	FGFR1	-	13	NM_015850
chr8	38274824	38274934	FGFR1	-	12	NM_015850
chr8	38275388	38275509	FGFR1	-	11	NM_015850
chr8	38275746	38275891	FGFR1	-	10	NM_015850
chr8	38277051	38277253	FGFR1	-	9	NM_015850
chr8	38279315	38279459	FGFR1	-	8	NM_015850
chr8	38282027	38282217	FGFR1	-	7	NM_015850
chr8	38283640	38283763	FGFR1	-	6	NM_015850
chr8	38285439	38285611	FGFR1	-	5	NM_015850
chr8	38285870	38285953	FGFR1	-	4	NM_015850
chr8	38287200	38287466	FGFR1	-	3	NM_015850
chr8	38314874	38314964	FGFR1	-	2	NM_015850
chr8	38269907	38270113	FGFR1	-	18	NM_001354367
chr8	38271436	38271541	FGFR1	-	17	NM_001354367
chr8	38271670	38271807	FGFR1	-	16	NM_001354367
chr8	38272077	38272147	FGFR1	-	15	NM_001354367
chr8	38272297	38272419	FGFR1	-	14	NM_001354367
chr8	38273388	38273578	FGFR1	-	13	NM_001354367
chr8	38274824	38274934	FGFR1	-	12	NM_001354367
chr8	38275388	38275509	FGFR1	-	11	NM_001354367
chr8	38275746	38275891	FGFR1	-	10	NM_001354367
chr8	38277051	38277253	FGFR1	-	9	NM_001354367
chr8	38279315	38279459	FGFR1	-	8	NM_001354367
chr8	38282027	38282217	FGFR1	-	7	NM_001354367
chr8	38283640	38283763	FGFR1	-	6	NM_001354367
chr8	38285439	38285611	FGFR1	-	5	NM_001354367
chr8	38285870	38285953	FGFR1	-	4	NM_001354367
chr8	38287200	38287466	FGFR1	-	3	NM_001354367
chr8	38314874	38314964	FGFR1	-	2	NM_001354367
chr8	38271146	38271322	FGFR1	-	17	NM_023106
chr8	38271436	38271541	FGFR1	-	16	NM_023106
chr8	38271670	38271807	FGFR1	-	15	NM_023106
chr8	38272077	38272147	FGFR1	-	14	NM_023106
chr8	38272297	38272419	FGFR1	-	13	NM_023106
chr8	38273388	38273578	FGFR1	-	12	NM_023106
chr8	38274824	38274934	FGFR1	-	11	NM_023106
chr8	38275388	38275509	FGFR1	-	10	NM_023106
chr8	38275746	38275891	FGFR1	-	9	NM_023106
chr8	38277051	38277253	FGFR1	-	8	NM_023106
chr8	38279315	38279459	FGFR1	-	7	NM_023106
chr8	38282027	38282217	FGFR1	-	6	NM_023106
chr8	38283640	38283763	FGFR1	-	5	NM_023106
chr8	38285439	38285611	FGFR1	-	4	NM_023106
chr8	38285870	38285953	FGFR1	-	3	NM_023106
chr8	38314874	38314964	FGFR1	-	2	NM_023106
chr8	38271146	38271322	FGFR1	-	18	NM_023110
chr8	38271436	38271541	FGFR1	-	17	NM_023110
chr8	38271670	38271807	FGFR1	-	16	NM_023110
chr8	38272077	38272147	FGFR1	-	15	NM_023110
chr8	38272297	38272419	FGFR1	-	14	NM_023110
chr8	38273388	38273578	FGFR1	-	13	NM_023110
chr8	38274824	38274934	FGFR1	-	12	NM_023110
chr8	38275388	38275509	FGFR1	-	11	NM_023110
chr8	38275746	38275891	FGFR1	-	10	NM_023110
chr8	38277051	38277253	FGFR1	-	9	NM_023110
chr8	38279315	38279459	FGFR1	-	8	NM_023110
chr8	38282027	38282217	FGFR1	-	7	NM_023110
chr8	38283640	38283763	FGFR1	-	6	NM_023110
chr8	38285439	38285611	FGFR1	-	5	NM_023110
chr8	38285864	38285953	FGFR1	-	4	NM_023110
chr8	38287200	38287466	FGFR1	-	3	NM_023110
chr8	38314874	38314964	FGFR1	-	2	NM_023110
chr8	38271146	38271322	FGFR1	-	17	NM_001354368
chr8	38271436	38271541	FGFR1	-	16	NM_001354368
chr8	38271670	38271807	FGFR1	-	15	NM_001354368
chr8	38272077	38272147	FGFR1	-	14	NM_001354368
chr8	38272297	38272419	FGFR1	-	13	NM_001354368
chr8	38273388	38273578	FGFR1	-	12	NM_001354368
chr8	38274824	38274934	FGFR1	-	11	NM_001354368
chr8	38275388	38275509	FGFR1	-	10	NM_001354368
chr8	38275746	38275891	FGFR1	-	9	NM_001354368
chr8	38277057	38277253	FGFR1	-	8	NM_001354368
chr8	38279315	38279459	FGFR1	-	7	NM_001354368
chr8	38282027	38282217	FGFR1	-	6	NM_001354368
chr8	38283640	38283763	FGFR1	-	5	NM_001354368
chr8	38285439	38285611	FGFR1	-	4	NM_001354368
chr8	38285870	38285953	FGFR1	-	3	NM_001354368
chr8	38314874	38314964	FGFR1	-	2	NM_001354368
chr8	38269907	38270113	FGFR1	-	18	NM_001354369
chr8	38271436	38271541	FGFR1	-	17	NM_001354369
chr8	38271670	38271807	FGFR1	-	16	NM_001354369
chr8	38272077	38272147	FGFR1	-	15	NM_001354369
chr8	38272297	38272419	FGFR1	-	14	NM_001354369
chr8	38273388	38273578	FGFR1	-	13	NM_001354369
chr8	38274824	38274934	FGFR1	-	12	NM_001354369
chr8	38275388	38275509	FGFR1	-	11	NM_001354369
chr8	38275746	38275891	FGFR1	-	10	NM_001354369
chr8	38277057	38277253	FGFR1	-	9	NM_001354369
chr8	38279315	38279459	FGFR1	-	8	NM_001354369
chr8	38282027	38282217	FGFR1	-	7	NM_001354369
chr8	38283640	38283763	FGFR1	-	6	NM_001354369
chr8	38285439	38285611	FGFR1	-	5	NM_001354369
chr8	38285870	38285953	FGFR1	-	4	NM_001354369
chr8	38287200	38287466	FGFR1	-	3	NM_001354369
chr8	38314874	38314964	FGFR1	-	2	NM_001354369
chr8	38271146	38271322	FGFR1	-	18	NM_001174063
chr8	38271436	38271541	FGFR1	-	17	NM_001174063
chr8	38271670	38271807	FGFR1	-	16	NM_001174063
chr8	38272077	38272147	FGFR1	-	15	NM_001174063
chr8	38272297	38272419	FGFR1	-	14	NM_001174063
chr8	38273388	38273578	FGFR1	-	13	NM_001174063
chr8	38274824	38274934	FGFR1	-	12	NM_001174063
chr8	38275388	38275509	FGFR1	-	11	NM_001174063
chr8	38275746	38275891	FGFR1	-	10	NM_001174063
chr8	38277057	38277253	FGFR1	-	9	NM_001174063
chr8	38279315	38279459	FGFR1	-	8	NM_001174063
chr8	38282027	38282217	FGFR1	-	7	NM_001174063
chr8	38283640	38283763	FGFR1	-	6	NM_001174063
chr8	38285439	38285611	FGFR1	-	5	NM_001174063
chr8	38285864	38285953	FGFR1	-	4	NM_001174063
chr8	38287200	38287466	FGFR1	-	3	NM_001174063
chr8	38314874	38314964	FGFR1	-	2	NM_001174063
chr8	92972470	92972745	RUNX1T1	-	10	NM_175636
chr8	92982886	92983076	RUNX1T1	-	9	NM_175636
chr8	92988133	92988201	RUNX1T1	-	8	NM_175636
chr8	92998352	92998553	RUNX1T1	-	7	NM_175636
chr8	92999115	92999200	RUNX1T1	-	6	NM_175636
chr8	93003867	93004117	RUNX1T1	-	5	NM_175636
chr8	93017344	93017525	RUNX1T1	-	4	NM_175636
chr8	93023230	93023319	RUNX1T1	-	3	NM_175636
chr8	93026807	93027048	RUNX1T1	-	2	NM_175636
chr8	93029454	93029568	RUNX1T1	-	1	NM_175636
chr8	92972470	92972745	RUNX1T1	-	11	ENST00000615601.4
chr8	92982886	92983076	RUNX1T1	-	10	ENST00000615601.4
chr8	92988133	92988201	RUNX1T1	-	9	ENST00000615601.4
chr8	92998352	92998553	RUNX1T1	-	8	ENST00000615601.4
chr8	92999115	92999200	RUNX1T1	-	7	ENST00000615601.4
chr8	93003867	93004117	RUNX1T1	-	6	ENST00000615601.4
chr8	93017344	93017525	RUNX1T1	-	5	ENST00000615601.4
chr8	93023230	93023319	RUNX1T1	-	4	ENST00000615601.4
chr8	93026807	93027048	RUNX1T1	-	3	ENST00000615601.4
